ILI,definition,lemma_names,sentiment_SWN,sentiment_lexicon,sentiment_sa
ENG30-02441022-v,Vršiti kontrolu nad nečim ili sprovoditi moć.,"['upravljati', 'zapovedati', 'kontrolisati', 'nadzirati']","(0.0, 0.0)",positive,Negativan
ENG30-03602562-n,knjiga zabeleški kao fizički predmet,['dnevnik'],"(0.0, 0.0)",positive,Neutralan
ENG30-01227908-n,čin pokazivanja poštovanja prema drugima,"['ljubaznost', 'pristojnost']","(0.0, 0.0)",positive,pozitivan
ENG30-02633714-v,nemati ili ne uključivati,"['isključiti', 'isključivati', 'izbaciti', 'izbacivati', 'izuzeti', 'izuzimati', 'nemati']","(0.0, 0.0)",positive,Neutralan
ENG30-00417596-v,Učiniti čvrstim ili čvršćim.,['stvrdnuti'],"(0.0, 0.0)",negative,Neutralan
ENG30-01063930-v,Preneti nekome svoj stav ili mišljenje,['podeliti'],"(0.0, 0.0)",positive,Negativan
ENG30-00471711-v,prekinuti ili izbaciti,"['eliminirati', 'eliminisati', 'isključiti', 'odstraniti', 'osloboditi čega', 'osloboditi se', 'otarasiti se', 'ukinuti', 'ukloniti', 'uništiti', 'zatrti']","(0.0, 0.0)",negative,Negativan
ENG30-06623614-n,komunikacija razmenom pisama,['korespondencija'],"(0.0, 0.0)",positive,Neutralan
ENG30-02796412-n,"Barijera napravljena u žurbi, obično da spreči napredovanje neprijatelja.",['barikada'],"(0.0, 0.0)",negative,Negativan
ENG30-01250335-n,ubistvo koje je izvršio neko iz podzemlja,"['atentat', 'egzekucija', 'ubistvo']","(0.0, 0.0)",negative,Negativan
ENG30-02773037-n,Fleksibilni kontejner sa jednim otvorom.,['vreća'],"(0.0, 0.0)",negative,Neutralan
ENG30-00742130-n,nepočinstvo koje izvršitelj nije imao pravo da sprovede; neprofesionalno ponašanje,"['malverzacija', 'nesavesnost', 'zloupotreba']","(0.0, 0.0)",negative,Negativan
ENG30-00798245-n,niz dela koji teži određenom cilju,"['kampanja', 'pohod']","(0.0, 0.0)",negative,Neutralan
ENG30-02506546-v,Prisiliti ili obavezati nekoga da uradi nešto.,"['obavezati', 'primorati']","(0.0, 0.0)",negative,Negativan
ENG30-00418364-a,potpuno uredan i čist,"['besprekoran', 'čist', 'neumrljan', 'uredan']","(0.0, 0.0)",positive,nezakonican
ENG30-01839404-a,Prostorni osećaj; biti ili postojati na određenom mestu.,['prisutan'],"(0.0, 0.0)",positive,Neutralan
ENG30-05795044-n,Stvar koja je dogovorena.,['dogovor'],"(0.0, 0.0)",positive,Neutralan
ENG30-12301180-n,"Zimzeleno drvo sa Mediterana, gaji se od najstarijih vremena; rađa sjajan crni jestivi plod.","['maslina', 'uljika', 'Olea europaea']","(0.0, 0.0)",positive,pozitivan
ENG30-01668421-v,"Praviti ilustracije za knjige, časopise, i sl.",['ilustrovati'],"(0.0, 0.0)",positive,Neutralan
ENG30-06619850-n,informacije koje se prenesu u novinama ili časopisu,"['vest', 'novost']","(0.0, 0.0)",positive,Neutralan
ENG30-01995549-v,može se koristiti i u vremenskom smislu,"['nastaviti', 'produžiti']","(0.0, 0.0)",positive,Neutralan
ENG30-02297664-a,koji je u skladu sa utvrđenom jezičkom upotrebom obrazovanih izvornih govornika,"['normalan', 'standardan', 'u duhu', 'uobičajen']","(0.0, 0.0)",positive,Neutralan
ENG30-02235229-v,Odreći se vlasništva ili kontrole.,"['ustupiti', 'predati', 'prepustiti']","(0.0, 0.0)",negative,Negativan
ENG30-00118523-v,produžiti postojanje na duži vremenski period,"['nastaviti', 'održati', 'produžiti']","(0.0, 0.0)",positive,Neutralan
ENG30-01071411-n,popustljivost i saosećanje koje prema počiniocima kakvog krivičnog dela pokazuju lica ili agencije zadužene za sprovođenje pravde,"['blagost', 'milosrđe', 'milosrdnost', 'milost', 'milostivost', 'pomilovanje', 'samilost']","(0.0, 0.0)",positive,negativan
ENG30-01222485-v,oslobađanje od stiska,['otkopčati'],"(0.0, 0.0)",negative,nezakonican
ENG30-14436438-n,stanje kada je neko ponizan i ne nameće se,"['nenametljivost', 'nevažnost', 'opskurnost', 'poniznost', 'samoporicanje', 'skromnost', 'smernost']","(0.0, 0.0)",positive,negativan
ENG30-02309165-v,fizički dati ili preneti,"['darivati', 'darovati', 'dati', 'davati', 'doneti', 'donositi', 'naneti', 'nanositi', 'poklanjati', 'pokloniti', 'predati', 'predavati', 'primeniti', 'primenjivati', 'pružati', 'pružiti', 'uručiti', 'uručivati', 'zadati', 'zadavati']","(0.0, 0.0)",negative,Neutralan
ENG30-01912159-v,Preći preko nečega.,"['preći', 'prelaziti']","(0.0, 0.0)",positive,Neutralan
ENG30-07450842-n,Formalan događaj koji se izvodi u posebnoj prilici.,"['ceremonija', 'obred']","(0.0, 0.0)",positive,Neutralan
ENG30-02531422-a,psihološki hladan i neentuzijastičan - neprijateljski nastrojen ili nezainteresovan ili takac koji pokazuje da koga ne voli,"['hladan', 'leden']","(0.0, 0.0)",negative,negativan
ENG30-00037653-a,"koji postaje sve ozbiljniji, opasniji","['progresivan', 'progressivus']","(0.0, 0.0)",positive,Negativan
ENG30-08386555-n,"grupa ili klasa ljudi koji uživaju najviši intelektualni, društveni ili ekonomski status",['elita'],"(0.0, 0.0)",positive,pozitivan
ENG30-11434016-n,iznenada nasilna promena na površini Zemlje,"['kataklizma', 'katastrofa']","(0.0, 0.0)",negative,Negativan
ENG30-00046177-n,Odlazak (bez dozvole) sa mesta na kome treba da budete.,"['bekstvo', 'napuštanje']","(0.0, 0.0)",negative,Negativan
ENG30-03940256-n,mali tanak (često naoštren) komad drveta ili metala koji se koristi za pridržavanje ili pričvršćivanje stvari,"['čioda', 'kopča', 'pribadača']","(0.0, 0.0)",negative,negativan
ENG30-00901969-a,biti suština ili suštinski element neke stvari,"['bazični', 'osnovni', 'suštinski']","(0.0, 0.0)",positive,Neutralan
ENG30-06556481-n,dokument kojim se daje zvanično uputstvo ili naredba,"['ovlašćenje', 'ovlaštenje']","(0.0, 0.0)",positive,Negativan
ENG30-00293916-n,Čin trčanja.,"['trka', 'trčanje']","(0.0, 0.0)",negative,Negativan
ENG30-14997012-n,Čvrsta supstanca u obliku malih slobodnih čestica; čvrsta materija koja je pretvorena u prah.,"['prah', 'prašak']","(0.0, 0.0)",negative,Neutralan
ENG30-08641113-n,Regija u okruženju ili u blizini.,"['susedstvo', 'blizina']","(0.0, 0.0)",positive,Neutralan
ENG30-05916739-n,Nejasna ideja u koju se uključuje neko poverenje,"['vera', 'osećaj', 'utisak']","(0.0, 0.0)",positive,Neutralan
ENG30-02586121-v,Obezbediti odobrenje ili podršku za nešto.,['ubediti'],"(0.0, 0.0)",positive,Negativan
ENG30-00327982-v,natapati; pustiti kroz cediljku,"['potopiti', 'uroniti']","(0.0, 0.0)",negative,Neutralan
ENG30-05122850-n,Koji jeste i manji po broju od dva dela.,['manjina'],"(0.0, 0.0)",negative,Neutralan
ENG30-10000158-n,Advokat koji zastupa odbranu.,"['advokat odbrane', 'branilac']","(0.0, 0.0)",positive,Negativan
ENG30-00505410-a,toliko eminentan da je iznad svakog poređenja,"['besprekoran', 'jedinstven', 'neprocenjiv', 'neuporediv']","(0.0, 0.0)",positive,Negativan
ENG30-02550296-v,Obezbediti negu.,"['paziti', 'negovati', 'brinuti']","(0.0, 0.0)",positive,Negativan
ENG30-02587375-v,suverenu moć imati,"['carevati', 'kraljevati', 'stolovati', 'upravljati', 'vladati']","(0.0, 0.0)",positive,Negativan
ENG30-00066636-n,Neki čin koji se ne ostvaruje.,['neuspeh'],"(0.0, 0.0)",negative,Negativan
ENG30-06399503-n,deo dodat knjizi ili pozorišnom komadu koji ga nastavlja ili produžava,['nastavak'],"(0.0, 0.0)",positive,nezakonican
ENG30-13581067-n,Više od polovine glasova na izborima.,"['većina', 'apsolutna većina', 'majoritet']","(0.0, 0.0)",positive,Negativan
ENG30-00473799-v,Ostalo je još samo da se doteraju neke finese u igri plavih.,"['obnoviti', 'doterati', 'uglancati', 'uljuditi']","(0.0, 0.0)",positive,Neutralan
ENG30-01540871-a,određen po značenju (čovek u sintagmi 'visok čovek'),"['ograničen', 'okvalifikovan']","(0.0, 0.0)",negative,Neutralan
ENG30-07969695-n,Grupa ljudi koji su krvno povezani ili preko braka.,"['rod', 'pleme', 'klan', 'rodbina', 'obitelj']","(0.0, 0.0)",positive,Neutralan
ENG30-00920336-v,"otkriti, saznati ili odrediti sa sigurnošću, obično istraživanjem ili kakvim drugim naporom","['čuti', 'ispitati', 'kontrolisati', 'naučiti', 'odrediti', 'otkriti', 'otkrivati', 'pregledati', 'prekontrolisati', 'proveravati', 'proveriti', 'saznati', 'saznavati', 'shvatati', 'shvatiti', 'učiti', 'utvrditi', 'utvrđivati']","(0.0, 0.0)",positive,Neutralan
ENG30-01013367-v,Izdvojiti nešto kao važno.,"['naglasiti', 'isticati', 'istaknuti']","(0.0, 0.0)",positive,Negativan
ENG30-01974773-n,bilo koji uglavnom vodeni artropod koji obično ima segmentirano telo i hitinsku ljušturu,"['ljuskar', 'rak']","(0.0, 0.0)",negative,Neutralan
ENG30-00094460-v,promeniti se (u pogledu fizičkih karakteristika i atributa),"['dobiti', 'doći u stanje', 'evoluirati', 'izgraditi', 'izgraditi se', 'narasti', 'postati', 'rasti', 'razvijati', 'razvijati se', 'razviti', 'razviti se', 'steći', 'usvojiti', 'zadobiti', 'zaraditi']","(0.0, 0.0)",positive,Neutralan
ENG30-00046522-n,Čin postavljanja dve stvari zajedno tako da između njih nema prostora.,"['dodir', 'doticaj', 'kontakt']","(0.0, 0.0)",positive,Negativan
ENG30-01269844-v,"Pokriti tankim sloem metala, boje, i sl.",['premazati'],"(0.0, 0.0)",negative,Neutralan
SRP-129243479,Vrsta otrovne zmije.,"['poskok', 'grabarka', 'kamenjarka', 'crnokrug', 'Vipera ammodžtes']","(0.0, 0.0)",negative,Negativan
ENG30-10407310-n,onaj koji voli i brani svoju zemlju,"['domoljub', 'patriota', 'rodoljub']","(0.0, 0.0)",positive,Pozitivan
ENG30-03004225-n,komad kože koji odgovara peti,"['peta', 'potpetica', 'štikla']","(0.0, 0.0)",negative,Neutralan
ENG30-01201856-v,Proturiti kroz ždrelo i jednjak u toku jela i pića.,"['gutati', 'progutati']","(0.0, 0.0)",negative,Negativan
ENG30-01937909-n,Parazit koji živi u stajaćim vodama i hrani se krvlju životinja na koje se pripije.,['pijavica'],"(0.0, 0.0)",negative,Negativan
ENG30-01129977-a,moralno primeran,"['častan', 'dobar', 'primeran', 'ugledan']","(0.0, 0.0)",positive,Negativan
ENG30-06720371-n,napad koji se sastoji od lažne i zlonamerne publikacije koja je odštampana da bi se živa osoba oklevetala,['kleveta'],"(0.0, 0.0)",negative,negativan
ENG30-01191780-a,Obeležen intenzivnom fizičkom silom.,['snažan'],"(0.0, 0.0)",positive,Negativan
ENG30-03171356-n,struktura koja se koristi za odbranu,"['bedem', 'linija odbrane']","(0.0, 0.0)",positive,Negativan
ENG30-00336430-n,Čin klimanja glavom.,"['klimanje', 'tresenje']","(0.0, 0.0)",negative,Neutralan
ENG30-07317519-n,slučajan pogrešan korak koji preti da izazove (ili izaziva) pad,"['brljotina', 'greška', 'omaška', 'pogrešan korak', 'pogreška']","(0.0, 0.0)",negative,Negativan
ENG30-06642138-n,Novi podaci o posebnim i trenutnim događajima.,"['vest', 'glas', 'novost']","(0.0, 0.0)",positive,Neutralan
ENG30-00732746-n,aktivnost kojom se krši moralna ili pravna norma,"['prekršaj', 'prestup']","(0.0, 0.0)",negative,Negativan
ENG30-06601327-n,"Ideja koja se podrazumeva, ili koja je izražena ili se podrazumeva.","['značenje', 'smisao']","(0.0, 0.0)",positive,Neutralan
ENG30-04306847-n,skulptura koja predstavlja ljude ili životinje,"['kip', 'skulptura', 'spomenik', 'statua']","(0.0, 0.0)",positive,nezakonичan
ENG30-01619014-v,"šta praviti ili dizajnirati, često na određeni način","['činiti', 'formirati', 'graditi', 'načiniti', 'napraviti', 'praviti', 'proizvesti', 'proizvoditi', 'sagraditi', 'stvoriti', 'tvoriti', 'učiniti']","(0.0, 0.0)",positive,Neutralan
ENG30-00955472-v,Usmeriti (primedbu) prema namerenom cilju.,"['napraviti', 'izvesti']","(0.0, 0.0)",negative,Neutralan
ENG30-00548616-v,prebaciti se sa jednog nivoa na drugi,"['prebaciti se', 'preći']","(0.0, 0.0)",positive,Neutralan
ENG30-09759311-n,naučnik koji je stručnjak za akademske rasprave,['učenjak'],"(0.0, 0.0)",positive,Neutralan
ENG30-02412440-n,Mlada ovca.,"['jagnje', 'janje', 'jaganjac', 'janjac']","(0.0, 0.0)",positive,Neutralan
ENG30-02854521-a,"o Bibliji, koji se tiče Biblije, koje je sadržan u Biblji, ili koji je u skladu sa Biblijom","['biblijski', 'skripturalan']","(0.0, 0.0)",positive,Neutralan
ENG30-02671780-n,"odeća koja se oblači ili nosi, ali nije deo osnovne, glavne odeće","['aksesoar', 'dodatak']","(0.0, 0.0)",positive,Neutralan
ENG30-03049457-n,mala privatna prostorija za rad ili molitvu,"['kabinet', 'sobičak']","(0.0, 0.0)",positive,Neutralan
ENG30-07044088-n,muzička kompozicija od 3 ili 4 stava suprotstavljenih formi,['sonata'],"(0.0, 0.0)",positive,Neutralan
ENG30-00999815-v,Prebrisati magnetski zapisanu informaciju.,['izbrisati'],"(0.0, 0.0)",negative,Negativan
ENG30-00824767-v,grditi strogo ili ljutito,"['grditi', 'izgrditi', 'koriti', 'kritikovati', 'prekoravati', 'prekoriti']","(0.0, 0.0)",negative,Negativan
ENG30-06285090-n,niska reči koja zadovoljava gramatička pravila jezika,['rečenica'],"(0.0, 0.0)",negative,Neutralan
ENG30-07997703-n,Kolekcija stvari koje dele iste atribute.,"['kategorija', 'klasa', 'vrsta', 'razred', 'red']","(0.0, 0.0)",positive,Neutralan
ENG30-01983162-a,koji zaslužuje uvažavanje i poštovanje,"['častan', 'dobar', 'dobronameran', 'moralan', 'pošten', 'poštovan', 'pouzdan', 'siguran', 'ugledan', 'uredan', 'uvažen']","(0.0, 0.0)",positive,nezakonitan
ENG30-01856238-a,Krajnji ili osnovni sastojci nečega.,"['osnovni', 'elementaran', 'prost']","(0.0, 0.0)",positive,Neutralan
ENG30-01605630-n,Dnevna ptica grabljivica koja obično ima kratka zobljena krila i dug rep.,['jastreb'],"(0.0, 0.0)",negative,Negativan
ENG30-08511777-n,Deo organa najbliži njegovoj tački ležišta (biologija).,['osnova'],"(0.0, 0.0)",negative,Neutralan
ENG30-02585050-v,pokušati uzavreti javno mnjenje,"['buditi', 'drmati', 'probuditi', 'prodrmati', 'protresti', 'razbuditi', 'razmrdati', 'tresti', 'uspaliti', 'zapaliti']","(0.0, 0.0)",negative,Negativan
ENG30-02440523-n,"meko, mesnato jastuče koje se nalazi na donjoj površini stopala životinja ili ljudskog prsta","['jastučak', 'jastučić', 'jastuče']","(0.0, 0.0)",positive,negativan
ENG30-08401819-n,pogrdni izrazi za običan narod,"['rulja', 'svetina', 'gomila']","(0.0, 0.0)",negative,Negativan
ENG30-03004225-n,komad kože koji odgovara peti,"['peta', 'potpetica', 'štikla']","(0.0, 0.0)",negative,Neutralan
ENG30-06674542-n,Informacija koja se širi da bi se probavljale pristalice za neku stvar.,['propaganda'],"(0.0, 0.0)",negative,Negativan
ENG30-00224147-b,(za prirodne pojave) na divlji i olujan način,"['pobesnelo', 'besno']","(0.0, 0.0)",negative,Negativan
ENG30-03876519-n,Grafička umetnost koja se sastoji od umetničke kompozicije dobijene nanošenjem boje na neku površinu.,['slika'],"(0.0, 0.0)",negative,Neutralan
ENG30-00020827-n,ono što ima masu i zauzima prostor,['materija'],"(0.0, 0.0)",positive,Neutralan
ENG30-01220619-n,jaka kritika,"['atak', 'napad', 'napadaj', 'nasrtaj', 'navala']","(0.0, 0.0)",negative,Negativan
ENG30-02587375-v,suverenu moć imati,"['carevati', 'kraljevati', 'stolovati', 'upravljati', 'vladati']","(0.0, 0.0)",positive,Negativan
ENG30-02401809-v,ukloniti nekoga sa položaja ili iz službe,"['izbaciti', 'isterati', 'smeniti']","(0.0, 0.0)",negative,Negativan
ENG30-13354420-n,imovina na raspolaganju u proizvodnji nove imovine,"['kapital', 'radni kapital']","(0.0, 0.0)",positive,Neutralan
ENG30-00082081-v,poboljšati čiji položaj,['pomoći'],"(0.0, 0.0)",positive,Neutralan
ENG30-13930385-n,Društvena ili poslovna veza.,['savez'],"(0.0, 0.0)",positive,Neutralan
ENG30-00027268-v,Protegnuti udove ili mišiće ili celo telo.,"['protegnuti', 'pružiti']","(0.0, 0.0)",positive,Negativan
ENG30-00888009-v,s najboljom namerom šta ponuditi,"['nuditi', 'ponuditi', 'pružati', 'pružiti']","(0.0, 0.0)",positive,Neutralan
ENG30-01994442-v,"povući nazad, pomeriti ustranu ili unazad","['izvlačiti', 'izvući', 'povlačiti', 'povući', 'sklanjati', 'skloniti', 'uklanjati', 'ukloniti']","(0.0, 0.0)",negative,Neutralan
ENG30-01556346-v,Razdvojiti ili biti razdvojen silom.,"['rascepiti', 'prekinuti', 'precepiti']","(0.0, 0.0)",negative,Negativan
ENG30-06369829-n,delo literarne proze koje priča o sledu povezanih događaja,['priča'],"(0.0, 0.0)",positive,Neutralan
ENG30-00746587-n,bogohulno ponašanje; čin ugrožavanja svete prirode čega,"['blasfemija', 'bogohuljenje', 'profanacija', 'skrnavljenje', 'svetogrđe']","(0.0, 0.0)",negative,Negativan
ENG30-00492677-a,koji zajednici pripada ili u kome zajednica učestvuje; javni,"['javni', 'zajednički']","(0.0, 0.0)",positive,Neutralan
ENG30-13783816-n,Takva matematička relacija koja jednom element jednog skupa pridružuje bar jedan element drugog sk,"['funkcija', 'matematička funkcija']","(0.0, 0.0)",positive,Neutralan
ENG30-07436475-n,"Emisija rastopljenog stenskog materijala, pepela i gasova na različite načine, ali pretežno eksplozivnom aktivnošću.","['vulkanska erupcija', 'erupcija']","(0.0, 0.0)",negative,Negativan
ENG30-03901750-n,"najslabija figura u šahu, kreće se samo unapred, a izbacuje protivnika samo sa strane","['pion', 'pešak']","(0.0, 0.0)",negative,pozitivan
ENG30-01057200-n,Aktivnost snabdevanja ili dotura nečega.,"['snabdevanje', 'opskrba']","(0.0, 0.0)",positive,Negativan
ENG30-01889610-v,Pomerati ili izazvati pomeranje brzo tamo-amo.,"['tresti', 'drmati']","(0.0, 0.0)",negative,Negativan
ENG30-01009821-v,izneti kao svoje mišljenje ili sud; izjaviti,"['izjaviti', 'izjavljivati', 'kazati', 'reći']","(0.0, 0.0)",negative,nezakonitan
ENG30-13378518-n,Novac koji stoji na pozajmicu klijentu.,['kredit'],"(0.0, 0.0)",positive,Negativan
ENG30-00933821-v,Učiniti javnom informaciju koja je ranije bila poznata samo nekolicini ljudi ili koja je trebalo da bude tajna.,"['otkriti', 'obznaniti', 'izložiti', 'odati', 'izneti na videlo']","(0.0, 0.0)",positive,negativan
ENG30-01208597-n,čin traženja pomoći od koga,"['azil', 'pribegavanje', 'pribežište', 'sklonište', 'utočište']","(0.0, 0.0)",positive,Negativan
ENG30-07456906-n,Period igre tokom koga je jedan tim u napadu (u sportovima).,"['inicijativa', 'napad', 'akcija']","(0.0, 0.0)",positive,Negativan
ENG30-15212455-n,Mesec koji dolazi posle jula a pre septembra.,"['avgust', 'kolovoz']","(0.0, 0.0)",positive,Neutralan
ENG30-02561168-v,do određenog stepena proširiti,"['proneti', 'pronositi', 'proširiti', 'proširivati']","(0.0, 0.0)",positive,Neutralan
ENG30-00334996-v,"Uništiti integritet nečega, obično silom; razdvojiti u deliće ili fragmente.","['polomiti', 'razlupati', 'razbiti', 'skrhati']","(0.0, 0.0)",negative,Negativan
ENG30-00553823-n,bučni nemir,"['potres', 'uznemirenje', 'metež', 'gungula', 'gužva']","(0.0, 0.0)",negative,Negativan
ENG30-00403092-n,Čin oštećivanja nečega ili nekoga.,"['šteta', 'zlo', 'povreda']","(0.0, 0.0)",negative,Negativan
ENG30-01931768-v,Usmeriti pravac; odrediti pravac putovanja.,"['upravljati', 'usmeriti']","(0.0, 0.0)",positive,Neutralan
ENG30-05726596-n,Organizovana struktura za uređivanje i klasifikovanje.,"['sistem', 'organizacija', 'ustrojstvo']","(0.0, 0.0)",positive,Neutralan
ENG30-10518602-n,"Član monaškog reda koji se zakleo na siromaštvo, poslušnost i krepost.",['redovnik'],"(0.0, 0.0)",positive,Negativan
ENG30-02904803-n,"Debela, teška i skupa tkanina sa uzdignutom šarom.",['brokat'],"(0.0, 0.0)",positive,Neutralan
ENG30-06301012-n,jedna od osam Isusovih izreka sa početka Besede na gori; na latinskom svaka izreka počinje sa ` beatus ` (blažen),['blaženstvo'],"(0.0, 0.0)",positive,pozitivan
ENG30-04763293-n,kvalitet individualnosti,"['individualizacija', 'individualizam', 'individualnost', 'naročitost', 'posebnost']","(0.0, 0.0)",positive,Neutralan
ENG30-02236624-v,primiti u grupu ili zajednicu,"['primiti', 'prihvatiti', 'uzeti']","(0.0, 0.0)",positive,Neutralan
ENG30-06892016-n,kratko pozorišno izvođenje koje je deo dužeg programa,"['predstava', 'nastup', 'šou']","(0.0, 0.0)",negative,Neutralan
ENG30-05697363-n,Sloboda od sumnje; vera u sebe i svoje sposobnosti.,"['samouverenost', 'samopouzdanje']","(0.0, 0.0)",positive,Pozitivan
ENG30-02763740-v,"puštati zrake, puštati svetlost","['sijati', 'zračiti']","(0.0, 0.0)",positive,pozitivan
ENG30-02041246-n,Najčešće bela vodena ptica sa zašiljenim krilima i kratkim nogama.,"['galeb', 'morski galeb']","(0.0, 0.0)",negative,Neutralan
ENG30-01657977-v,šta razdvojiti u njegove sastavne delove,"['analizirati', 'deliti u fragmente', 'izanalizirati', 'rasipati', 'raskidati', 'raskinuti', 'rasklapati', 'rasklopiti', 'raspršiti', 'raspršivati', 'rastapati', 'rastaviti', 'rastavljati', 'rastopiti', 'rastvarati', 'rastvoriti', 'rasuti', 'razbijati', 'razbiti', 'razdeliti u fragmente', 'razdvajati', 'razdvojiti', 'segmentirati']","(0.0, 0.0)",negative,Neutralan
ENG30-00961736-v,izraziti istu poruku drugačijim rečima,"['preformulisati', 'preinačiti', 'parafrazirati']","(0.0, 0.0)",positive,Neutralan
ENG30-10582154-n,Osoba koja radi u službi druge.,"['sluga', 'lakej']","(0.0, 0.0)",negative,Neutralan
ENG30-06373314-n,"priča koja je ispričana u romanu, pozorišnom komadu ili filmu itd.",['zaplet'],"(0.0, 0.0)",negative,Neutralan
ENG30-04446276-n,Prostorija opremljena mogućnostima za pranje ruku i vršenje nužde,['toalet'],"(0.0, 0.0)",negative,Neutralan
ENG30-08184861-n,Socijalno okupljanje gostiju ili drugara.,['društvo'],"(0.0, 0.0)",positive,Neutralan
ENG30-00613018-v,Nenamerno nešto ostaviti.,"['zaboraviti', 'ostaviti', 'smetnuti s uma']","(0.0, 0.0)",negative,Negativan
ENG30-00756194-n,stvaranje lažne slike o čem,"['gluma', 'glumatanje', 'izigravanje', 'pretvaranje']","(0.0, 0.0)",negative,Negativan
ENG30-06773434-n,Pismeni sporazum između suverenih država.,"['pakt', 'sporazum', 'pogodba']","(0.0, 0.0)",positive,Neutralan
ENG30-14475661-n,stanje nesreće ili nevolje,"['nedaća', 'nesreća', 'nevolja', 'tegoba', 'teškoća']","(0.0, 0.0)",negative,Negativan
ENG30-00356765-b,na odvratan način,"['odvratno', 'gnusno', 'čudovišno']","(0.0, 0.0)",negative,Negativan
ENG30-07020895-n,Umetnichka forma zvučne komunikacije koja obuhvata instrumentalne i vokalne tonove na strukturiran i neprekidan način.,['muzika'],"(0.0, 0.0)",positive,Neutralan
ENG30-00770141-v,skloniti koga ubeđivanjem,"['obeshrabriti', 'obeshrabrivati', 'odvratiti']","(0.0, 0.0)",negative,Negativan
ENG30-03845550-n,"Polučvrsta smeša koja obično sadrži lek, za spoljašnju upotrebu, kao lek ili za ublažavanje nadržaja.","['mast', 'balzam', 'melem']","(0.0, 0.0)",positive,Neutralan
ENG30-14864360-n,Meka masna supstanca koja se javlja u organskom tkivu i koju čini mešavina lipida (uglavno trigliceridi).,['mast'],"(0.0, 0.0)",negative,Neutralan
ENG30-01579813-v,Promeniti iz sklopljenog ili skupljenog stanja u otvoreno.,"['otvoriti', 'rastvoriti', 'raširiti']","(0.0, 0.0)",positive,Neutralan
ENG30-02557199-v,sprečavati napredovanje ili postizanje nečega,"['opstruirati', 'blokirati', 'ometati']","(0.0, 0.0)",negative,Negativan
ENG30-00962447-v,"Razmenjivati misli, pričati sa nekim.","['razgovarati', 'pričati', 'govoriti', 'kazivati']","(0.0, 0.0)",positive,Neutralan
ENG30-07355887-n,Promena nadole.,"['smanjenje', 'opadanje']","(0.0, 0.0)",negative,Negativan
ENG30-09917593-n,Mlada osoba bilo kog pola (između rođenja i puberteta).,['dete'],"(0.0, 0.0)",positive,Neutralan
ENG30-14427633-n,stanje kada je čovek prognan ili ostrakiziran (isključen iz društva sveopštom odlukom),"['egzil', 'izgnanstvo', 'ostrakizam', 'progonstvo']","(0.0, 0.0)",negative,negativan
ENG30-02213690-v,odbiti da se nešto preda ili podeli,['zadržati'],"(0.0, 0.0)",negative,Negativan
ENG30-07379409-n,oštar zvuk koji proizvode male ptice ili insekti,['cvrkut'],"(0.0, 0.0)",positive,Negativan
ENG30-11485367-n,Zraci sunca.,"['sunčeva svetlost', 'sunce']","(0.0, 0.0)",positive,Neutralan
ENG30-09238926-n,Podzemni zatvoreni prostor kome se može prići sa zemljine površine ili sa mora.,['pećina'],"(0.0, 0.0)",negative,Neutralan
ENG30-01006566-a,"onaj koji je zaokružen ili ograničen u pogledu veličine, prostornih odnosa ili vremena",['konačan'],"(0.0, 0.0)",positive,Neutralan
ENG30-01619014-v,"šta praviti ili dizajnirati, često na određeni način","['činiti', 'formirati', 'graditi', 'načiniti', 'napraviti', 'praviti', 'proizvesti', 'proizvoditi', 'sagraditi', 'stvoriti', 'tvoriti', 'učiniti']","(0.0, 0.0)",negative,Neutralan
ENG30-10150556-n,član paravojne oružane snage koja se bori sa jačom silom putem sabotaže i uznemiravanja,"['gerilac', 'pobunjenik']","(0.0, 0.0)",negative,negativan
ENG30-00004475-n,"Živa stvar koja ima, ili koja može da razvije, sposobnost da nastupa ili funkcioniše nezavisno.","['biće', 'stvor', 'stvorenje', 'organizam']","(0.0, 0.0)",negative,Neutralan
ENG30-03199901-n,mali brod plitkog mlaznjaka sa pregradama za sedišta i ispustima za vesla pomoću kojih se kreće,['čamac'],"(0.0, 0.0)",positive,Neutralan
ENG30-09626238-n,Osoba koja jednaka nekoj drugoj osobi iz grupe.,"['drug', 'parnjak', 'premac']","(0.0, 0.0)",positive,Neutralan
ENG30-03905208-n,rupa (na vratima ili na pećnici itd) kroz koju može da se viri,"['pukotina', 'špijunka']","(0.0, 0.0)",negative,Neutralan
ENG30-02237782-v,Obezbediti.,"['doprineti', 'pokriti']","(0.0, 0.0)",positive,Negativan
ENG30-02853016-n,prostor u velikoj zgradi koji je podeljen u zasebne jedinice,['blok'],"(0.0, 0.0)",negative,Neutralan
ENG30-00715868-v,odlučiti sa autoritetom,['presuditi'],"(0.0, 0.0)",negative,Negativan
ENG30-00717684-a,"karakteristika apsolutnog vladara ili vladanja, koji ima putpunu vlast","['atokratski', 'despotski', 'tiranski', 'diktatorski', 'autoritaran']","(0.0, 0.0)",negative,Negativan
ENG30-00746866-n,"iskvaren, izopačen ili perverzan čin ili navika","['degeneracija', 'dekadencija', 'izopačenje', 'izopačenost', 'perverzija', 'perverznost']","(0.0, 0.0)",negative,Negativan
ENG30-01232684-n,Čin odlaska na viđenje sa nekom osobom ili na neko mesto nakratko.,['poseta'],"(0.0, 0.0)",negative,Negativan
